resume_id,role,seniority,strong_skills,medium_skills,weak_skills,missing_skills,years_experience,projects_count,resume_quality,ats_score
R01851,Data Engineer,Mid,Kafka;SQL;Airflow;GCP;Python;Spark,AWS;ETL,,,4.3,1,high,0.8
R01852,Embedded Software Engineer,New Grad,Microcontrollers;C;I2C;C++,Debugging;UART,SPI,RTOS,1.3,3,medium,0.64
R01853,DevOps Engineer,Senior,Terraform;Docker;Python;AWS;Kubernetes;CI/CD;Linux,,,,10.0,0,high,0.84
R01854,Full-Stack Engineer,Intern,Python;TypeScript;Docker,SQL;AWS,Node.js,React;JavaScript,0.8,4,medium,0.61
R01855,Data Engineer,Junior,Kafka;Python;AWS;GCP;SQL,ETL;Airflow,Spark,,2.9,3,medium,0.72
R01856,Systems Software Engineer,Intern,Memory Management;C;Concurrency,Rust;C++,Profiling,Linux,0.8,4,medium,0.64
R01857,Machine Learning Engineer,Senior,TensorFlow;scikit-learn;PyTorch;Docker;MLflow;Python;AWS,,,,11.6,2,high,0.79
R01858,Machine Learning Engineer,Intern,TensorFlow;Python;AWS,PyTorch;scikit-learn,MLflow,Docker,0.8,3,medium,0.63
R01859,Systems Software Engineer,New Grad,C++;Linux;Profiling;Concurrency,C;Memory Management,Rust,,2.5,4,medium,0.67
R01860,Embedded Software Engineer,New Grad,Microcontrollers;C++;UART;SPI,Debugging;I2C,C,RTOS,1.1,3,medium,0.64
R01861,Systems Software Engineer,Mid,Concurrency;Rust;Profiling;C;Memory Management;C++,Linux,,,6.1,1,high,0.75
R01862,Data Engineer,Mid,Python;AWS;Airflow;GCP;Spark;ETL,Kafka;SQL,,,6.0,2,high,0.73
R01863,Site Reliability Engineer,Junior,Python;Linux;Kubernetes;Observability;SLIs/SLOs,Go;Incident Response,,,3.7,2,medium,0.73
R01864,Embedded Software Engineer,Junior,UART;I2C;Microcontrollers;C++;C,RTOS;SPI,Debugging,,3.1,3,medium,0.72
R01865,Data Engineer,Senior,ETL;AWS;GCP;Kafka;SQL;Python;Spark,Airflow,,,8.2,1,high,0.77
R01866,Embedded Software Engineer,Intern,SPI;C;I2C,RTOS;Microcontrollers,UART,C++;Debugging,0.1,4,medium,0.64
R01867,Systems Software Engineer,Mid,Rust;Profiling;Concurrency;C++;Memory Management;C,Linux,,,6.6,2,high,0.7
R01868,Frontend Engineer,Junior,Accessibility;Testing;Next.js;HTML;CSS,TypeScript;JavaScript,React,,3.4,3,medium,0.72
R01869,Systems Software Engineer,New Grad,Concurrency;Rust;Linux;Memory Management,C;Profiling,C++,,1.3,4,medium,0.68
R01870,Machine Learning Engineer,New Grad,MLflow;Docker;PyTorch;Python,scikit-learn;AWS,TensorFlow,,1.1,3,medium,0.63
R01871,Systems Software Engineer,New Grad,C;Linux;Memory Management;Rust,Concurrency;Profiling,C++,,2.1,4,medium,0.63
R01872,Embedded Software Engineer,Senior,Microcontrollers;SPI;Debugging;UART;C;C++;RTOS,I2C,,,11.9,1,high,0.81
R01873,Systems Software Engineer,Mid,Profiling;Linux;C++;Rust;Concurrency;C,Memory Management,,,7.0,1,high,0.78
R01874,Site Reliability Engineer,Junior,Kubernetes;Python;Observability;Go;Linux,Incident Response;SLIs/SLOs,,,3.3,1,medium,0.66
R01875,Full-Stack Engineer,New Grad,Node.js;React;AWS;Docker,JavaScript;TypeScript,Python,SQL,1.7,2,medium,0.65
R01876,Frontend Engineer,Intern,JavaScript;Testing;HTML,React;TypeScript,Accessibility,Next.js;CSS,1.1,2,medium,0.63
R01877,Embedded Software Engineer,Intern,I2C;Microcontrollers;SPI,C;Debugging,UART,C++;RTOS,1.3,5,medium,0.6
R01878,Machine Learning Engineer,Junior,TensorFlow;AWS;Python;MLflow;Docker,scikit-learn;PyTorch,,,2.4,1,medium,0.66
R01879,Embedded Software Engineer,Intern,C++;RTOS;Microcontrollers,I2C;Debugging,UART,SPI;C,0.7,2,medium,0.56
R01880,Site Reliability Engineer,New Grad,Linux;Go;Kubernetes;SLIs/SLOs,Incident Response;Observability,Python,,1.8,3,medium,0.61
R01881,DevOps Engineer,New Grad,Terraform;AWS;Docker;CI/CD,Kubernetes;Linux,Python,,1.3,3,medium,0.61
R01882,Machine Learning Engineer,Intern,Docker;Python;AWS,PyTorch;scikit-learn,MLflow,TensorFlow,1.0,3,medium,0.62
R01883,Backend Software Engineer,Mid,Kubernetes;REST APIs;Python;SQL;Java;PostgreSQL,Docker;CI/CD,C++,AWS,4.8,2,high,0.71
R01884,Data Engineer,Mid,Spark;ETL;Airflow;Kafka;SQL;GCP,AWS;Python,,,5.8,2,high,0.77
R01885,Full-Stack Engineer,New Grad,Docker;React;JavaScript;Node.js,AWS;SQL,TypeScript,Python,1.1,4,medium,0.65
R01886,Systems Software Engineer,Mid,C++;Rust;C;Profiling;Memory Management;Concurrency,Linux,,,5.0,2,high,0.77
R01887,Machine Learning Engineer,Junior,scikit-learn;PyTorch;MLflow;Python;TensorFlow,Docker;AWS,,,3.2,1,medium,0.66
R01888,Full-Stack Engineer,Intern,AWS;Node.js;Docker,JavaScript;Python,React,SQL;TypeScript,0.1,4,medium,0.56
R01889,Full-Stack Engineer,Junior,Python;JavaScript;React;Node.js;TypeScript,Docker;SQL,AWS,,3.5,3,medium,0.7
R01890,DevOps Engineer,Junior,Kubernetes;Linux;Docker;Python;Terraform,CI/CD;AWS,,,3.3,2,medium,0.68
R01891,Machine Learning Engineer,Intern,TensorFlow;Python;scikit-learn,PyTorch;MLflow,Docker,AWS,0.1,4,medium,0.56
R01892,Full-Stack Engineer,Intern,TypeScript;Node.js;Docker,AWS;Python,SQL,JavaScript;React,0.7,5,medium,0.62
R01893,Systems Software Engineer,New Grad,Linux;Rust;Profiling;Concurrency,C++;C,Memory Management,,2.1,4,medium,0.67
R01894,Data Engineer,New Grad,GCP;SQL;Kafka;Spark,Python;Airflow,ETL,AWS,2.1,4,medium,0.68
R01895,Data Engineer,Mid,Python;AWS;SQL;GCP;Airflow;Kafka,ETL;Spark,,,6.3,2,high,0.71
R01896,Backend Software Engineer,New Grad,Python;SQL;C++;Kubernetes,Java;Go,PostgreSQL,AWS;REST APIs,2.5,3,medium,0.6
R01897,Data Engineer,Intern,SQL;GCP;Python,ETL;AWS,Kafka,Airflow;Spark,0.2,5,medium,0.56
R01898,Systems Software Engineer,Mid,Concurrency;Profiling;C++;Memory Management;C;Rust,Linux,,,6.2,2,high,0.73
R01899,Systems Software Engineer,Mid,Memory Management;C;Rust;Profiling;C++;Linux,Concurrency,,,6.2,1,high,0.77
R01900,Backend Software Engineer,Intern,Go;Java;C++,SQL;Docker,REST APIs,CI/CD;AWS;PostgreSQL,0.3,5,medium,0.6
R01901,DevOps Engineer,Mid,Linux;AWS;CI/CD;Kubernetes;Python;Docker,Terraform,,,5.0,2,high,0.74
R01902,Systems Software Engineer,Senior,Rust;Concurrency;Linux;Profiling;Memory Management;C++;C,,,,8.7,1,high,0.85
R01903,Systems Software Engineer,Senior,C++;Linux;Rust;Memory Management;C;Concurrency;Profiling,,,,11.2,1,high,0.8
R01904,Backend Software Engineer,Intern,Go;AWS;SQL,PostgreSQL;REST APIs,Python,Docker;Java;Kubernetes,0.4,3,medium,0.6
R01905,Data Engineer,Junior,ETL;SQL;AWS;Airflow;GCP,Python;Spark,Kafka,,4.0,1,medium,0.74
R01906,Data Engineer,Intern,Spark;AWS;Python,ETL;GCP,SQL,Kafka;Airflow,0.7,4,medium,0.65
R01907,Systems Software Engineer,Junior,Profiling;Linux;Rust;C++;Concurrency,C;Memory Management,,,2.0,2,medium,0.69
R01908,DevOps Engineer,New Grad,Python;Terraform;Kubernetes;Docker,CI/CD;Linux,AWS,,2.4,3,medium,0.66
R01909,Data Engineer,Junior,Kafka;SQL;Airflow;GCP;ETL,Python;Spark,AWS,,2.3,1,medium,0.68
R01910,Embedded Software Engineer,New Grad,I2C;Microcontrollers;C++;Debugging,C;UART,SPI,RTOS,1.1,3,medium,0.65
R01911,Data Engineer,Senior,AWS;Kafka;Airflow;ETL;Python;Spark;SQL,GCP,,,9.5,0,high,0.81
R01912,Machine Learning Engineer,Junior,TensorFlow;AWS;MLflow;Python;PyTorch,scikit-learn;Docker,,,2.0,3,medium,0.67
R01913,DevOps Engineer,Junior,Docker;AWS;Python;Terraform;Linux,CI/CD;Kubernetes,,,3.1,3,medium,0.66
R01914,Embedded Software Engineer,Intern,C;Debugging;SPI,Microcontrollers;I2C,RTOS,C++;UART,0.1,2,medium,0.58
R01915,Full-Stack Engineer,Mid,AWS;Python;SQL;React;JavaScript;Docker,TypeScript;Node.js,,,6.7,1,high,0.71
R01916,Frontend Engineer,Mid,Accessibility;HTML;Testing;TypeScript;Next.js;JavaScript,CSS;React,,,5.2,2,high,0.78
R01917,Full-Stack Engineer,Senior,TypeScript;Python;SQL;Docker;JavaScript;Node.js;AWS,React,,,10.5,1,high,0.85
R01918,Data Engineer,Junior,SQL;Airflow;ETL;GCP;Spark,Python;Kafka,AWS,,3.7,2,medium,0.65
R01919,Machine Learning Engineer,Mid,PyTorch;MLflow;AWS;scikit-learn;Docker;Python,TensorFlow,,,4.6,1,high,0.77
R01920,DevOps Engineer,Senior,AWS;Kubernetes;Linux;Terraform;Python;CI/CD;Docker,,,,11.7,0,high,0.85
R01921,Embedded Software Engineer,Intern,UART;Microcontrollers;RTOS,Debugging;SPI,I2C,C++;C,1.0,2,medium,0.59
R01922,Embedded Software Engineer,Junior,Debugging;SPI;UART;C++;C,RTOS;Microcontrollers,I2C,,3.2,3,medium,0.71
R01923,Machine Learning Engineer,Senior,scikit-learn;TensorFlow;Python;Docker;MLflow;AWS;PyTorch,,,,9.4,0,high,0.76
R01924,Systems Software Engineer,Mid,C++;Concurrency;Linux;Memory Management;C;Profiling,Rust,,,5.1,2,high,0.7
R01925,DevOps Engineer,Intern,CI/CD;AWS;Docker,Terraform;Linux,Kubernetes,Python,0.4,5,medium,0.65
R01926,Data Engineer,Senior,Airflow;AWS;SQL;Spark;ETL;Kafka;Python,GCP,,,11.8,2,high,0.83
R01927,Frontend Engineer,Senior,Next.js;JavaScript;React;TypeScript;HTML;CSS;Testing,Accessibility,,,11.5,1,high,0.79
R01928,Systems Software Engineer,Junior,Memory Management;Linux;Profiling;Rust;C++,Concurrency;C,,,3.7,3,medium,0.69
R01929,Frontend Engineer,Mid,TypeScript;Testing;Accessibility;CSS;React;JavaScript,HTML;Next.js,,,5.1,2,high,0.76
R01930,DevOps Engineer,New Grad,Docker;Linux;Terraform;Kubernetes,Python;CI/CD,AWS,,1.2,3,medium,0.68
R01931,Data Engineer,New Grad,Spark;SQL;Kafka;AWS,GCP;ETL,Python,Airflow,1.3,4,medium,0.7
R01932,Machine Learning Engineer,Junior,PyTorch;Docker;Python;TensorFlow;MLflow,AWS;scikit-learn,,,2.3,2,medium,0.65
R01933,Backend Software Engineer,Mid,C++;SQL;Kubernetes;REST APIs;Python;AWS,Go;CI/CD,PostgreSQL,Java,5.2,1,high,0.78
R01934,Data Engineer,Junior,SQL;Airflow;AWS;ETL;Kafka,Spark;Python,GCP,,2.1,3,medium,0.66
R01935,Backend Software Engineer,Junior,AWS;CI/CD;C++;Go;Python,SQL;Kubernetes,PostgreSQL,Java;Docker,2.2,2,medium,0.74
R01936,DevOps Engineer,Mid,Linux;Kubernetes;Terraform;Python;CI/CD;Docker,AWS,,,4.9,1,high,0.75
R01937,Frontend Engineer,Senior,JavaScript;Accessibility;CSS;HTML;Next.js;React;TypeScript,Testing,,,9.7,1,high,0.84
R01938,Systems Software Engineer,Intern,Rust;C++;Linux,Concurrency;Profiling,C,Memory Management,0.7,5,medium,0.56
R01939,Data Engineer,Junior,AWS;Airflow;ETL;Spark;SQL,Kafka;GCP,Python,,2.5,3,medium,0.72
R01940,Backend Software Engineer,Junior,Go;C++;Python;Kubernetes;SQL,Java;REST APIs,CI/CD,AWS;Docker,2.8,1,medium,0.72
R01941,Embedded Software Engineer,Intern,C;UART;I2C,SPI;RTOS,Debugging,Microcontrollers;C++,0.5,3,medium,0.57
R01942,Data Engineer,Mid,GCP;Kafka;Spark;SQL;AWS;Airflow,Python;ETL,,,5.3,2,high,0.71
R01943,Data Engineer,Intern,Airflow;GCP;Kafka,SQL;Python,Spark,ETL;AWS,1.0,3,medium,0.58
R01944,Machine Learning Engineer,Mid,Python;PyTorch;Docker;TensorFlow;MLflow;AWS,scikit-learn,,,6.1,1,high,0.72
R01945,Machine Learning Engineer,New Grad,PyTorch;Docker;Python;AWS,scikit-learn;MLflow,TensorFlow,,1.0,3,medium,0.63
R01946,Full-Stack Engineer,Junior,SQL;Docker;TypeScript;AWS;React,Python;Node.js,JavaScript,,2.2,3,medium,0.71
R01947,Frontend Engineer,Intern,JavaScript;HTML;Testing,React;Accessibility,CSS,TypeScript;Next.js,1.2,3,medium,0.59
R01948,Data Engineer,Intern,ETL;Python;Kafka,Spark;Airflow,SQL,GCP;AWS,0.7,3,medium,0.59
R01949,Data Engineer,Mid,AWS;Spark;GCP;Kafka;SQL;Airflow,ETL;Python,,,7.0,2,high,0.71
R01950,Backend Software Engineer,Mid,SQL;Java;AWS;PostgreSQL;Kubernetes;Docker,REST APIs;Go,C++,Python,5.7,1,high,0.76
R01951,Data Engineer,New Grad,GCP;Python;ETL;Kafka,Airflow;Spark,AWS,SQL,1.8,2,medium,0.63
R01952,Data Engineer,Junior,Python;Airflow;GCP;SQL;ETL,Kafka;Spark,AWS,,2.5,2,medium,0.69
R01953,Systems Software Engineer,New Grad,Linux;Profiling;C++;Memory Management,Concurrency;C,Rust,,1.4,3,medium,0.64
R01954,Data Engineer,Intern,ETL;AWS;SQL,Spark;GCP,Python,Kafka;Airflow,1.0,5,medium,0.58
R01955,Systems Software Engineer,Junior,Rust;Linux;Concurrency;C++;Memory Management,Profiling;C,,,3.3,3,medium,0.71
R01956,Site Reliability Engineer,New Grad,Linux;Go;SLIs/SLOs;Python,Observability;Kubernetes,Incident Response,,1.1,2,medium,0.64
R01957,Embedded Software Engineer,Intern,I2C;Microcontrollers;UART,C++;RTOS,Debugging,SPI;C,1.0,4,medium,0.6
R01958,Machine Learning Engineer,Junior,TensorFlow;Docker;PyTorch;AWS;MLflow,Python;scikit-learn,,,4.0,3,medium,0.7
R01959,Systems Software Engineer,Intern,C;Rust;Profiling,Memory Management;Linux,Concurrency,C++,0.2,5,medium,0.59
R01960,Frontend Engineer,Senior,Accessibility;React;HTML;TypeScript;CSS;Testing;Next.js,JavaScript,,,8.5,2,high,0.77
R01961,Backend Software Engineer,New Grad,CI/CD;Java;Docker;PostgreSQL,AWS;Kubernetes,Python,SQL;Go,1.4,3,medium,0.69
R01962,DevOps Engineer,Mid,Docker;Linux;Kubernetes;CI/CD;Python;Terraform,AWS,,,6.4,2,high,0.75
R01963,Frontend Engineer,Intern,Accessibility;HTML;React,CSS;JavaScript,TypeScript,Next.js;Testing,0.9,3,medium,0.56
R01964,Backend Software Engineer,Mid,PostgreSQL;Java;Python;Docker;SQL;AWS,CI/CD;REST APIs,Go,C++,5.1,2,high,0.71
R01965,Data Engineer,New Grad,AWS;Python;GCP;Airflow,ETL;SQL,Spark,Kafka,2.1,3,medium,0.62
R01966,Data Engineer,Mid,ETL;Airflow;AWS;Spark;Python;GCP,Kafka;SQL,,,4.4,2,high,0.73
R01967,Data Engineer,Mid,Kafka;GCP;ETL;SQL;Spark;AWS,Python;Airflow,,,6.5,1,high,0.79
R01968,DevOps Engineer,Intern,Linux;AWS;Terraform,CI/CD;Docker,Python,Kubernetes,0.9,2,medium,0.65
R01969,Systems Software Engineer,Junior,Rust;Linux;Profiling;Memory Management;C,C++;Concurrency,,,2.4,2,medium,0.73
R01970,Full-Stack Engineer,Junior,React;JavaScript;SQL;Docker;Node.js,TypeScript;Python,AWS,,2.1,2,medium,0.7
R01971,Backend Software Engineer,Mid,REST APIs;CI/CD;C++;Go;PostgreSQL;Kubernetes,Docker;Java,AWS,SQL,5.3,1,high,0.71
R01972,Site Reliability Engineer,Intern,Kubernetes;Observability;Go,SLIs/SLOs;Incident Response,Linux,Python,1.5,4,medium,0.57
R01973,Data Engineer,Mid,Airflow;ETL;SQL;AWS;Kafka;GCP,Python;Spark,,,4.8,2,high,0.75
R01974,Embedded Software Engineer,Senior,I2C;UART;Microcontrollers;C++;C;SPI;RTOS,Debugging,,,7.8,1,high,0.81
R01975,Systems Software Engineer,Intern,Rust;C++;C,Memory Management;Concurrency,Profiling,Linux,0.1,3,medium,0.58
R01976,DevOps Engineer,Mid,Python;Docker;Kubernetes;AWS;CI/CD;Terraform,Linux,,,4.1,2,high,0.71
R01977,Machine Learning Engineer,Mid,PyTorch;Python;TensorFlow;AWS;Docker;MLflow,scikit-learn,,,5.7,1,high,0.71
R01978,Backend Software Engineer,Mid,Kubernetes;REST APIs;PostgreSQL;Go;Docker;SQL,Python;CI/CD,AWS,C++,6.9,2,high,0.71
R01979,Embedded Software Engineer,Senior,Microcontrollers;RTOS;SPI;C;Debugging;I2C;UART,C++,,,11.8,2,high,0.84
R01980,DevOps Engineer,Intern,Terraform;AWS;Docker,CI/CD;Kubernetes,Linux,Python,1.2,2,medium,0.58
R01981,Data Engineer,Senior,AWS;Python;Kafka;Spark;SQL;ETL;Airflow,GCP,,,8.9,0,high,0.77
R01982,Embedded Software Engineer,Intern,Debugging;C;I2C,Microcontrollers;UART,SPI,C++;RTOS,0.0,3,medium,0.58
R01983,Site Reliability Engineer,Junior,Python;Go;SLIs/SLOs;Observability;Linux,Kubernetes;Incident Response,,,3.0,3,medium,0.7
R01984,Full-Stack Engineer,New Grad,Docker;AWS;TypeScript;SQL,Node.js;Python,JavaScript,React,2.5,4,medium,0.66
R01985,Systems Software Engineer,New Grad,Concurrency;C;Profiling;Memory Management,Rust;Linux,C++,,1.4,3,medium,0.67
R01986,Backend Software Engineer,Mid,AWS;CI/CD;Java;C++;Docker;Go,PostgreSQL;REST APIs,Kubernetes,Python,6.4,2,high,0.78
R01987,Data Engineer,New Grad,Kafka;Python;ETL;AWS,SQL;Airflow,GCP,Spark,2.1,4,medium,0.63
R01988,Systems Software Engineer,Senior,Memory Management;C++;Concurrency;Rust;Linux;C;Profiling,,,,7.4,0,high,0.82
R01989,Machine Learning Engineer,Junior,MLflow;Python;PyTorch;AWS;TensorFlow,Docker;scikit-learn,,,2.2,2,medium,0.68
R01990,Full-Stack Engineer,Mid,Python;React;SQL;Docker;JavaScript;AWS,TypeScript;Node.js,,,4.1,2,high,0.78
R01991,Full-Stack Engineer,Junior,JavaScript;Docker;Node.js;Python;TypeScript,React;AWS,SQL,,2.2,1,medium,0.69
R01992,Embedded Software Engineer,New Grad,SPI;C;Microcontrollers;UART,I2C;RTOS,Debugging,C++,2.1,3,medium,0.67
R01993,Backend Software Engineer,Mid,Kubernetes;PostgreSQL;SQL;CI/CD;Go;Java,Docker;C++,Python,REST APIs,4.5,1,high,0.7
R01994,DevOps Engineer,Junior,CI/CD;Linux;Terraform;Python;Kubernetes,Docker;AWS,,,2.0,2,medium,0.7
R01995,Backend Software Engineer,Junior,Java;REST APIs;C++;Docker;Kubernetes,SQL;CI/CD,AWS,Python;PostgreSQL,2.2,1,medium,0.67
R01996,Systems Software Engineer,Junior,Memory Management;Concurrency;C++;Profiling;Rust,Linux;C,,,3.9,3,medium,0.73
R01997,Data Engineer,Junior,ETL;Python;AWS;GCP;SQL,Airflow;Kafka,Spark,,3.7,3,medium,0.67
R01998,Site Reliability Engineer,Intern,Go;Kubernetes;Linux,Observability;Incident Response,SLIs/SLOs,Python,1.0,5,medium,0.58
R01999,Data Engineer,Senior,Spark;SQL;Python;AWS;ETL;Airflow;GCP,Kafka,,,9.1,2,high,0.82
R02000,Backend Software Engineer,Intern,Kubernetes;C++;PostgreSQL,CI/CD;REST APIs,Java,Go;AWS;Python,0.5,5,medium,0.61
R02001,Full-Stack Engineer,Mid,React;SQL;Node.js;JavaScript;Docker;AWS,TypeScript;Python,,,6.8,1,high,0.74
R02002,Frontend Engineer,Junior,Next.js;Accessibility;CSS;Testing;HTML,JavaScript;TypeScript,React,,2.6,3,medium,0.68
R02003,Backend Software Engineer,Mid,C++;Python;AWS;Kubernetes;PostgreSQL;REST APIs,CI/CD;Java,Go,SQL,5.1,2,high,0.75
R02004,Systems Software Engineer,Mid,Profiling;Rust;Linux;C++;Memory Management;C,Concurrency,,,4.7,1,high,0.79
R02005,Systems Software Engineer,Mid,Rust;Memory Management;Concurrency;Linux;C;Profiling,C++,,,6.9,2,high,0.71
R02006,Systems Software Engineer,Intern,Concurrency;C++;Profiling,Memory Management;Rust,Linux,C,0.3,2,medium,0.62
R02007,Systems Software Engineer,Mid,C++;Rust;Concurrency;C;Memory Management;Profiling,Linux,,,6.3,2,high,0.78
R02008,Frontend Engineer,Intern,React;Next.js;HTML,Testing;JavaScript,TypeScript,Accessibility;CSS,0.3,2,medium,0.57
R02009,Embedded Software Engineer,Mid,Debugging;UART;SPI;RTOS;Microcontrollers;C++,I2C;C,,,6.9,2,high,0.77
R02010,Full-Stack Engineer,New Grad,JavaScript;Docker;AWS;React,Python;TypeScript,Node.js,SQL,1.8,2,medium,0.69
R02011,Backend Software Engineer,Intern,PostgreSQL;REST APIs;Go,AWS;Kubernetes,Docker,Python;Java;SQL,0.4,5,medium,0.64
R02012,Machine Learning Engineer,Junior,Python;TensorFlow;MLflow;Docker;PyTorch,scikit-learn;AWS,,,2.4,1,medium,0.66
R02013,DevOps Engineer,Intern,Linux;CI/CD;AWS,Kubernetes;Docker,Python,Terraform,0.6,3,medium,0.59
R02014,Frontend Engineer,Intern,React;Next.js;JavaScript,Testing;CSS,Accessibility,TypeScript;HTML,1.2,4,medium,0.57
R02015,DevOps Engineer,New Grad,Linux;Docker;Python;Kubernetes,CI/CD;AWS,Terraform,,2.2,2,medium,0.69
R02016,Frontend Engineer,Senior,Testing;JavaScript;HTML;Next.js;CSS;TypeScript;Accessibility,React,,,11.3,2,high,0.79
R02017,Embedded Software Engineer,Intern,I2C;Microcontrollers;C,SPI;RTOS,C++,UART;Debugging,1.4,4,medium,0.59
R02018,Site Reliability Engineer,Senior,Kubernetes;Incident Response;Python;Go;Observability;SLIs/SLOs;Linux,,,,10.3,0,high,0.79
R02019,Machine Learning Engineer,Senior,TensorFlow;AWS;MLflow;Python;PyTorch;scikit-learn;Docker,,,,7.4,0,high,0.82
R02020,Site Reliability Engineer,Senior,Go;Linux;Python;SLIs/SLOs;Observability;Kubernetes;Incident Response,,,,9.8,1,high,0.85
R02021,Full-Stack Engineer,Mid,TypeScript;React;Node.js;SQL;Python;Docker,AWS;JavaScript,,,4.3,2,high,0.78
R02022,Site Reliability Engineer,New Grad,Linux;Kubernetes;Python;Incident Response,Go;SLIs/SLOs,Observability,,1.6,4,medium,0.63
R02023,Machine Learning Engineer,Senior,AWS;TensorFlow;PyTorch;scikit-learn;Python;Docker;MLflow,,,,10.1,1,high,0.84
R02024,Systems Software Engineer,Mid,C;Rust;C++;Concurrency;Linux;Memory Management,Profiling,,,4.6,2,high,0.75
R02025,Backend Software Engineer,Intern,CI/CD;Go;REST APIs,Docker;AWS,C++,PostgreSQL;Kubernetes;SQL,0.9,2,medium,0.6
R02026,DevOps Engineer,Intern,Terraform;Python;AWS,Linux;Docker,CI/CD,Kubernetes,1.2,2,medium,0.62
R02027,Machine Learning Engineer,Junior,TensorFlow;MLflow;Docker;AWS;Python,scikit-learn;PyTorch,,,2.1,2,medium,0.73
R02028,Frontend Engineer,Junior,Next.js;CSS;Accessibility;React;JavaScript,TypeScript;Testing,HTML,,4.0,3,medium,0.66
R02029,Full-Stack Engineer,Senior,Docker;AWS;JavaScript;React;Python;SQL;Node.js,TypeScript,,,9.5,1,high,0.8
R02030,Data Engineer,Senior,Python;Airflow;SQL;Kafka;Spark;AWS;GCP,ETL,,,11.8,2,high,0.77
R02031,Backend Software Engineer,Senior,Go;Docker;CI/CD;Python;AWS;Java;REST APIs,SQL;Kubernetes,C++,,11.8,1,high,0.83
R02032,Data Engineer,Intern,Airflow;AWS;SQL,ETL;Kafka,GCP,Spark;Python,1.2,3,medium,0.65
R02033,Full-Stack Engineer,Intern,Docker;TypeScript;React,Node.js;JavaScript,SQL,AWS;Python,1.2,2,medium,0.56
R02034,DevOps Engineer,Senior,Python;AWS;Linux;Terraform;CI/CD;Kubernetes;Docker,,,,7.2,2,high,0.76
R02035,Machine Learning Engineer,New Grad,MLflow;TensorFlow;Python;scikit-learn,PyTorch;Docker,AWS,,1.0,2,medium,0.67
R02036,Frontend Engineer,Intern,TypeScript;CSS;HTML,Testing;JavaScript,React,Accessibility;Next.js,1.0,2,medium,0.6
R02037,Data Engineer,Mid,AWS;SQL;GCP;ETL;Python;Airflow,Spark;Kafka,,,4.4,2,high,0.79
R02038,Data Engineer,Senior,Airflow;Python;Spark;GCP;ETL;Kafka;SQL,AWS,,,11.9,1,high,0.78
R02039,Data Engineer,Intern,Spark;Airflow;ETL,Python;AWS,Kafka,GCP;SQL,0.1,2,medium,0.61
R02040,Full-Stack Engineer,Senior,SQL;Docker;Node.js;React;JavaScript;TypeScript;AWS,Python,,,9.1,2,high,0.79
R02041,Machine Learning Engineer,Mid,MLflow;scikit-learn;AWS;PyTorch;Python;Docker,TensorFlow,,,6.1,1,high,0.73
R02042,Backend Software Engineer,Intern,CI/CD;AWS;C++,Java;Kubernetes,SQL,Docker;Go;Python,0.8,2,medium,0.58
R02043,Frontend Engineer,New Grad,CSS;TypeScript;Accessibility;JavaScript,Next.js;Testing,React,HTML,1.8,4,medium,0.62
R02044,Full-Stack Engineer,Senior,TypeScript;React;SQL;Node.js;JavaScript;Python;AWS,Docker,,,10.7,1,high,0.83
R02045,Backend Software Engineer,New Grad,AWS;C++;Docker;Java,REST APIs;SQL,Go,Kubernetes;CI/CD,2.3,3,medium,0.62
R02046,Machine Learning Engineer,Junior,Python;Docker;AWS;PyTorch;scikit-learn,MLflow;TensorFlow,,,3.0,3,medium,0.75
R02047,Data Engineer,Intern,Airflow;Spark;SQL,AWS;GCP,Python,ETL;Kafka,0.0,3,medium,0.6
R02048,Embedded Software Engineer,Junior,RTOS;SPI;Microcontrollers;I2C;UART,Debugging;C++,C,,3.8,1,medium,0.7
R02049,Data Engineer,Senior,Kafka;Python;ETL;Spark;SQL;Airflow;AWS,GCP,,,11.1,0,high,0.81
R02050,Full-Stack Engineer,Mid,SQL;JavaScript;AWS;Node.js;Docker;React,TypeScript;Python,,,6.1,2,high,0.78
R02051,Systems Software Engineer,Intern,Memory Management;Linux;C++,Concurrency;Profiling,C,Rust,0.5,5,medium,0.6
R02052,Systems Software Engineer,Junior,C++;Concurrency;C;Profiling;Rust,Linux;Memory Management,,,3.2,2,medium,0.71
R02053,Site Reliability Engineer,Mid,Kubernetes;Observability;SLIs/SLOs;Python;Incident Response;Go,Linux,,,4.6,1,high,0.71
