resume_id,role,seniority,strong_skills,medium_skills,weak_skills,missing_skills,years_experience,projects_count,resume_quality,ats_score
R03103,Frontend Engineer,New Grad,CI/CD;Tailwind;Git,Accessibility;Vite;Playwright,TypeScript;Web Performance,Testing;Jest;State Management,1.7,5,low,0.45
R03104,Backend Software Engineer,Junior,Testing;AWS;Observability;Git;SQL;Microservices,API Gateway;Python;MySQL,C++;MongoDB,CI/CD,3.8,3,high,0.69
R03105,Backend Software Engineer Intern,Intern,Redis;Docker,Linux;SQL,Microservices;C++,System Design;Kubernetes;AWS,0.7,2,low,0.48
R03106,Data Engineer Intern,Intern,Spark;BigQuery,Terraform;Snowflake,Kafka;Airflow,AWS;Data Modeling;GCP,1.6,5,low,0.43
R03107,Application Security Engineer,Mid,Python;Code Review;SAST/DAST;OWASP;Pen Testing;IAM;KMS,JavaScript;Linux;API Security;Burp Suite,Threat Modeling;Cloud Security,CI/CD Security;Secure SDLC,4.8,2,high,0.62
R03108,Security Analyst Intern,Intern,SIEM;Cloud Security;Linux,Python;AppSec Basics,Burp Suite,Networking;IAM,0.7,2,medium,0.57
R03109,Frontend Engineer,Junior,Accessibility;JavaScript;CI/CD;Next.js,Git;Svelte;Testing,CSS;HTML;TypeScript,Vite;React;Jest,1.9,3,low,0.51
R03110,Data Engineer Intern,Intern,Snowflake;CI/CD,Data Quality;dbt,Spark;Pipelines,Docker;Data Modeling;GCP;ETL,0.7,4,low,0.42
R03111,DevOps Engineer Intern,Intern,Security;Grafana,Linux;Docker,Python;Bash,Terraform;ArgoCD;Prometheus,0.8,4,low,0.44
R03112,Embedded Software Intern,Intern,Firmware;Microcontrollers;Debugging,I2C;SPI,CAN Bus,Drivers;Memory,1.0,2,medium,0.52
R03113,Application Security Engineer,Junior,Cloud Security;KMS;IAM;JavaScript,Pen Testing;SAST/DAST;Python,Threat Modeling;Secure SDLC;Linux,Burp Suite;OWASP;CI/CD Security;API Security,4.0,4,low,0.47
R03114,Full-Stack Engineer,Junior,Next.js;Git;Django;AWS,TypeScript;Python;Java,CI/CD;Testing;GraphQL,REST APIs;SQL;PostgreSQL,2.6,4,low,0.53
R03115,Data Analyst Intern,Intern,ETL;Dashboards;Tableau,Data Cleaning;Python,dbt,BigQuery;Power BI,0.6,5,medium,0.52
R03116,Machine Learning Engineer,Junior,FastAPI;Computer Vision;MLflow;Model Evaluation;Feature Engineering;PyTorch;Deployment,Model Serving;CI/CD;Docker,Python;NLP,TensorFlow,3.0,3,high,0.71
R03117,Data Analyst Intern,Intern,Statistics;Snowflake,Power BI;Dashboards,Python;Git,ETL;A/B Testing;Tableau,1.2,4,low,0.47
R03118,Application Security Engineer,Mid,IAM;Burp Suite;Secure SDLC;SAST/DAST;Pen Testing;JavaScript,KMS;API Security;Threat Modeling;Python,Linux;Cloud Security,OWASP;Code Review;CI/CD Security,4.2,2,medium,0.6
R03119,Application Security Engineer,Junior,Cloud Security;KMS;Linux;IAM,Burp Suite;OWASP;SAST/DAST,Pen Testing;API Security;JavaScript,Threat Modeling;Secure SDLC;Code Review;CI/CD Security,3.0,3,low,0.48
R03120,Robotics Software Engineer Intern,Intern,Python;Perception;CUDA,Control Systems;ROS,C++,OpenCV;Sensors,0.9,3,medium,0.53
R03121,Site Reliability Engineer,Mid,System Design;Linux;Tracing;Docker;Chaos Engineering;Terraform;SLIs/SLOs,Observability;CI/CD;Prometheus;Python,Grafana;Kubernetes,On-call;Incident Response,3.8,0,high,0.67
R03122,DevOps Engineer Intern,Intern,Docker;Security;Ansible,Grafana;Monitoring,Bash,Kubernetes;CI/CD,1.1,5,medium,0.59
R03123,Full-Stack Engineer,Junior,Auth;Next.js;PostgreSQL;Node.js;GraphQL;Django,JavaScript;Python;TypeScript,AWS;SQL,React,2.6,1,high,0.66
R03124,Frontend Engineer Intern,Intern,React;Tailwind;Webpack,Vite;CI/CD,Git,Playwright;Testing,0.7,4,medium,0.54
R03125,Security Analyst Intern,Intern,CI/CD Security;Cloud Security;Networking,SIEM;SAST/DAST,Vulnerability Scanning,Burp Suite;IAM,1.4,5,medium,0.56
R03126,Backend Software Engineer Intern,Intern,Docker;Kubernetes,Redis;Auth,Java;Go,Testing;Microservices;MongoDB,1.3,2,low,0.48
R03127,Backend Software Engineer,Junior,MongoDB;Caching;AWS;Microservices;Redis,Git;Auth;REST APIs,MySQL;Go,SQL,4.1,4,high,0.66
R03128,Full-Stack Engineer Intern,Intern,SQL;AWS,Docker;React,PostgreSQL;REST APIs,System Design;Redis;GraphQL,1.1,5,low,0.45
R03129,Backend Software Engineer,Junior,MongoDB;System Design;Message Queues;Java;Go,Microservices;SQL;MySQL,C++;Docker,Linux;Redis,2.2,5,medium,0.58
R03130,Site Reliability Engineer,New Grad,Terraform;Go;Kubernetes;SLIs/SLOs;Incident Response,CI/CD;Grafana;On-call,Linux,Chaos Engineering,1.5,6,high,0.66
R03131,Data Analyst Intern,Intern,Data Cleaning;Power BI;dbt,Tableau;A/B Testing,Pandas,Snowflake,0.0,5,high,0.62
R03132,Backend Software Engineer Intern,Intern,CI/CD;Go;Terraform,MongoDB;Auth,Redis,AWS;API Gateway,1.2,4,medium,0.56
R03133,Firmware Engineer,Junior,Debugging;Oscilloscope;CAN Bus;Logic Analyzer;Bootloaders,RTOS;Linux;CI/CD,UART;SPI,Memory Management;Git,2.1,3,medium,0.55
R03134,Application Security Engineer,New Grad,API Security;Linux;KMS,Cloud Security;Secure SDLC;Code Review,JavaScript;SAST/DAST,IAM;Burp Suite;CI/CD Security,0.7,5,low,0.48
R03135,Site Reliability Engineer,New Grad,Grafana;Linux;Kubernetes;Go,Incident Response;Tracing;SLIs/SLOs,Prometheus,Chaos Engineering;On-call,1.1,6,medium,0.57
R03136,Systems Software Engineer,Junior,System Design;Concurrency;perf;Docker,BPF/eBPF;CI/CD;C++,C;Rust;gdb,Memory Management;Profiling;Linux,3.2,5,low,0.51
R03137,DevOps Engineer Intern,Intern,Logging;Docker,Monitoring;AWS,Grafana;Python,Ansible;Security,1.1,3,low,0.48
R03138,Robotics Software Engineer Intern,Intern,C++;Gazebo;SLAM,ROS;Linux,Perception,CUDA,0.5,4,high,0.64
R03139,Security Analyst Intern,Intern,Threat Modeling;OWASP;SIEM,AppSec Basics;Python,CI/CD Security,Networking,0.9,3,high,0.62
R03140,Security Analyst Intern,Intern,AppSec Basics;Vulnerability Scanning;IAM,Burp Suite;SAST/DAST,Networking,OWASP,0.7,2,high,0.63
R03141,Machine Learning Engineer,Junior,Python;Docker;NLP;CI/CD,Computer Vision;FastAPI;Model Serving,GCP;TensorFlow;Feature Engineering,MLflow;scikit-learn;Experiment Tracking;Model Evaluation,2.7,1,low,0.49
R03142,Backend Software Engineer Intern,Intern,Testing;Kubernetes;Go;gRPC;MySQL,C++;AWS,API Gateway,SQL,0.9,2,high,0.59
R03143,Backend Software Engineer Intern,Intern,Azure;Auth;Terraform;GCP;Go,CI/CD;C++,System Design,REST APIs,1.1,4,high,0.68
R03144,Data Engineer Intern,Intern,Terraform;AWS;CI/CD;Docker,dbt;Kafka,Data Quality,GCP,1.5,5,high,0.62
R03145,Systems Software Engineer,Junior,Linux;Docker;Debugging;perf;Rust,Memory Management;System Design;gdb,Networking;C,BPF/eBPF;Profiling,3.4,3,medium,0.59
R03146,Frontend Engineer,Junior,JavaScript;HTML;CI/CD;CSS;Web Performance;Accessibility,Git;Svelte;State Management,Tailwind;Webpack,Next.js,2.3,1,high,0.67
R03147,Frontend Engineer,Mid,Playwright;HTML;JavaScript;Web Performance;Webpack;Next.js;TypeScript,Tailwind;Svelte;Vue;CSS,Jest;Accessibility,Design Systems;Vite,5.6,1,high,0.65
R03148,Backend Software Engineer Intern,Intern,SQL;Redis;Java;System Design;CI/CD,REST APIs;AWS,Auth,Testing,0.5,5,high,0.66
R03149,Application Security Engineer,Mid,Cloud Security;Python;Threat Modeling;JavaScript;OWASP;Code Review,CI/CD Security;Pen Testing;IAM;KMS,Secure SDLC;API Security,Burp Suite;Linux;SAST/DAST,6.1,0,medium,0.62
R03150,Full-Stack Engineer Intern,Intern,Python;Redis;Git,PostgreSQL;Testing,SQL,React;Next.js,0.5,5,medium,0.54
R03151,Frontend Engineer,Junior,Vite;Accessibility;Web Performance;HTML,Vue;CSS;Webpack,Next.js;Testing;State Management,Jest;Git;CI/CD,1.9,1,low,0.47
R03152,Systems Software Engineer,New Grad,System Design;Docker;Memory Management;CI/CD,C;BPF/eBPF;Debugging,C++,perf;Networking,0.8,6,medium,0.57
R03153,Frontend Engineer Intern,Intern,Jest;TypeScript;Web Performance;Playwright,Testing;Design Systems,Vite,HTML,0.8,3,high,0.69
R03154,Site Reliability Engineer,New Grad,System Design;Prometheus;Go;Incident Response,Grafana;SLIs/SLOs;Python,Terraform,Kubernetes;On-call,0.9,4,medium,0.59
R03155,Machine Learning Engineer Intern,Intern,PyTorch;Computer Vision;Model Evaluation,TensorFlow;Deployment,AWS,MLflow;FastAPI,0.6,4,medium,0.53
R03156,Systems Software Engineer,Junior,Concurrency;Memory Management;Debugging;System Design,CI/CD;C++;C,Linux;Profiling;Docker,Networking;gdb;BPF/eBPF,1.0,1,low,0.46
R03157,Security Analyst Intern,Intern,SAST/DAST;SIEM;Cloud Security,OWASP;Vulnerability Scanning,Python,IAM;Threat Modeling,1.3,3,medium,0.59
R03158,Security Analyst Intern,Intern,Threat Modeling;Linux;IAM,Cloud Security;OWASP,Networking,SIEM;SAST/DAST,0.7,5,medium,0.6
R03159,DevOps Engineer Intern,Intern,Bash;Terraform;Docker,Security;AWS,CI/CD,Logging;Grafana,0.8,5,medium,0.5
R03160,Robotics Software Engineer Intern,Intern,Perception;OpenCV,Docker;CUDA,ROS;SLAM,Gazebo;Simulation;Git,1.2,5,low,0.46
R03161,Systems Software Engineer,New Grad,Linux;Memory Management;Networking;perf;Docker,Profiling;Debugging;CI/CD,BPF/eBPF,gdb,1.3,2,high,0.7
R03162,Frontend Engineer,Junior,React;Svelte;Webpack;CSS;Accessibility,Playwright;Git;Next.js,Testing;CI/CD,Design Systems;State Management,3.6,1,medium,0.6
R03163,Full-Stack Engineer,Junior,GraphQL;Auth;Testing;CI/CD;System Design,AWS;REST APIs;JavaScript,Git;Docker,SQL;Redis,3.0,3,medium,0.57
R03164,Data Analyst Intern,Intern,Excel;Python,Data Cleaning;dbt,Tableau;Dashboards,Statistics;A/B Testing,1.1,4,low,0.45
R03165,Full-Stack Engineer Intern,Intern,Next.js;CI/CD;Docker,Flask;REST APIs,Redis,GraphQL;Auth,0.0,2,medium,0.55
R03166,DevOps Engineer Intern,Intern,Monitoring;CI/CD;Grafana,Terraform;Logging,Docker,Security,0.3,2,high,0.6
R03167,Frontend Engineer Intern,Intern,Jest;Testing;TypeScript,Tailwind;State Management,CI/CD,Git;Vite,1.2,3,medium,0.52
R03168,Frontend Engineer Intern,Intern,CSS;Svelte;CI/CD,Design Systems;Vue,Vite,Playwright;React,1.4,5,medium,0.58
R03169,DevOps Engineer Intern,Intern,Bash;Security;ArgoCD,Prometheus;Linux,Monitoring,Terraform;Networking,1.2,5,medium,0.54
R03170,DevOps Engineer Intern,Intern,Bash;ArgoCD;Logging,Security;Networking,Linux,Ansible;Grafana,1.0,2,medium,0.58
R03171,Machine Learning Engineer,Junior,Docker;AWS;TensorFlow;FastAPI;Experiment Tracking;CI/CD,Computer Vision;Python;Model Serving,Deployment;PyTorch,GCP,3.3,3,high,0.67
R03172,Application Security Engineer,New Grad,KMS;Cloud Security;Threat Modeling;Python,API Security;Code Review;Linux,OWASP,Burp Suite;Pen Testing,1.7,3,medium,0.52
R03173,Robotics Software Engineer Intern,Intern,Linux;Perception;SLAM;Control Systems,Python;ROS,Gazebo,Git,1.1,4,high,0.67
R03174,Backend Software Engineer Intern,Intern,Git;GCP;Auth,MySQL;Terraform,PostgreSQL,Kubernetes;Linux,0.8,4,medium,0.55
R03175,Data Engineer Intern,Intern,Data Quality;Data Modeling;Docker;BigQuery;Terraform,Kafka;Snowflake,CI/CD,Airflow,0.9,4,high,0.68
R03176,Backend Software Engineer Intern,Intern,Git;Linux;MySQL,C++;Azure,Caching,AWS;Redis,0.9,3,medium,0.57
R03177,Robotics Software Engineer Intern,Intern,CUDA;C++;Linux,Perception;Control Systems,Git,OpenCV;ROS,1.7,3,medium,0.57
R03178,Full-Stack Engineer,Mid,Testing;React;CI/CD;REST APIs;Docker,Git;Django;AWS;Next.js,Java;Spring Boot;JavaScript,System Design;Redis;Node.js;Auth,5.9,2,low,0.47
R03179,Machine Learning Engineer,New Grad,GCP;CI/CD;Experiment Tracking,TensorFlow;AWS;Model Serving,Docker;scikit-learn,NLP;Feature Engineering;Deployment,1.3,6,low,0.46
R03180,Application Security Engineer,New Grad,IAM;API Security;Pen Testing;Code Review,Secure SDLC;Cloud Security;KMS,Threat Modeling,OWASP;SAST/DAST,1.7,2,medium,0.62
R03181,Backend Software Engineer Intern,Intern,Kubernetes;gRPC;Linux;System Design,Git;Docker,AWS,MongoDB,0.9,5,high,0.62
R03182,Data Analyst Intern,Intern,Dashboards;Data Cleaning;Pandas;SQL,BigQuery;dbt,Git,Power BI,0.0,5,high,0.67
R03183,Full-Stack Engineer Intern,Intern,REST APIs;System Design,TypeScript;AWS,React;PostgreSQL,Next.js;Git,0.3,3,low,0.53
R03184,Systems Software Engineer,Junior,C;Rust;Networking;BPF/eBPF;perf;gdb,C++;CI/CD;Linux,Concurrency;Docker,System Design,2.5,2,high,0.77
R03185,Frontend Engineer Intern,Intern,React;Svelte;TypeScript,Web Performance;Tailwind,HTML,Design Systems,0.5,2,high,0.6
R03186,Frontend Engineer Intern,Intern,CI/CD;React;Git,Webpack;Playwright,HTML,State Management;Tailwind,0.5,3,medium,0.53
R03187,Backend Software Engineer Intern,Intern,gRPC;Caching;Microservices,SQL;Testing,Docker,Git;GCP,0.6,5,medium,0.55
R03188,Data Analyst Intern,Intern,Tableau;Python,Data Cleaning;Excel,Pandas;Git,ETL;A/B Testing;Snowflake,1.6,2,low,0.46
R03189,Machine Learning Engineer,New Grad,NLP;PyTorch;Experiment Tracking;CI/CD,Python;Model Evaluation;scikit-learn,Model Serving,AWS;MLflow,2.1,4,medium,0.55
R03190,Systems Software Engineer,Junior,Profiling;C++;C;Memory Management,Rust;BPF/eBPF;Docker,Networking;Debugging;Linux,perf;System Design;Concurrency,3.0,3,low,0.46
R03191,Application Security Engineer,Junior,Python;Pen Testing;SAST/DAST;Linux;API Security,JavaScript;Cloud Security;Code Review,IAM;OWASP,Secure SDLC;Burp Suite,2.9,1,medium,0.59
R03192,Frontend Engineer,Junior,Design Systems;CI/CD;State Management;Testing;Playwright,Webpack;Svelte;CSS,Vue;Git,HTML;React,2.4,3,medium,0.54
R03193,Data Engineer Intern,Intern,Snowflake;Airflow;CI/CD,Python;AWS,Kafka,dbt;BigQuery,0.3,4,medium,0.57
R03194,Security Analyst Intern,Intern,OWASP;Threat Modeling;Python,CI/CD Security;Linux,Vulnerability Scanning,Cloud Security;SIEM,0.1,4,medium,0.55
R03195,Data Analyst Intern,Intern,SQL;dbt;Data Cleaning,Python;Snowflake,Git,Statistics;Power BI,1.0,3,medium,0.59
R03196,Site Reliability Engineer,New Grad,Terraform;Grafana;Kubernetes;Chaos Engineering,Tracing;Python;Incident Response,System Design,Observability;SLIs/SLOs,0.8,6,medium,0.62
R03197,Embedded Software Intern,Intern,UART;Drivers,I2C;C++,Firmware;SPI,Logic Analyzer;Debugging,0.2,3,low,0.47
R03198,Data Engineer Intern,Intern,Pipelines;Python;BigQuery,CI/CD;AWS,SQL,Data Quality;Docker,1.2,2,medium,0.53
R03199,Frontend Engineer,New Grad,TypeScript;Git;State Management;Design Systems,Playwright;Next.js;React,Tailwind,Vite;Web Performance,1.9,3,medium,0.58
R03200,Frontend Engineer,Junior,Design Systems;CI/CD;Jest;CSS;Testing,React;TypeScript;Svelte,Webpack;Accessibility,Next.js;Playwright,3.6,1,medium,0.59
R03201,Site Reliability Engineer,New Grad,Terraform;Kubernetes;CI/CD,Chaos Engineering;Observability;Python,SLIs/SLOs;Docker,Grafana;Tracing;On-call;System Design,1.5,6,low,0.4
R03202,Robotics Software Engineer Intern,Intern,Control Systems;ROS;Git,CUDA;Linux,Perception,Simulation;Sensors,1.1,3,medium,0.59
R03203,Security Analyst Intern,Intern,Linux;AppSec Basics;Cloud Security,Burp Suite;Python,Vulnerability Scanning,Threat Modeling;CI/CD Security,1.0,4,medium,0.54
R03204,Data Engineer Intern,Intern,Python;GCP;Snowflake,Docker;SQL,Kafka,Data Quality;CI/CD,0.9,4,medium,0.55
R03205,Firmware Engineer,Junior,Debugging;C++;Drivers;CI/CD;Logic Analyzer;Microcontrollers,Firmware;Oscilloscope;Memory Management,Linux;C,Bootloaders,1.0,2,high,0.62
R03206,Firmware Engineer,Junior,Drivers;Microcontrollers;CAN Bus;Git;Linux,Oscilloscope;Bootloaders;CI/CD,Logic Analyzer;I2C,Firmware;SPI,2.7,5,medium,0.64
R03207,Application Security Engineer,New Grad,Python;API Security;IAM;Pen Testing,Code Review;Linux;KMS,SAST/DAST,CI/CD Security;Cloud Security,1.3,3,medium,0.55
R03208,Machine Learning Engineer Intern,Intern,FastAPI;Computer Vision;Docker,Deployment;scikit-learn,Feature Engineering,PyTorch,1.0,5,high,0.66
R03209,Full-Stack Engineer Intern,Intern,Docker;System Design;Node.js,React;Redis,Flask,GraphQL;PostgreSQL,0.8,5,medium,0.55
R03210,Backend Software Engineer Intern,Intern,SQL;System Design;Docker,MongoDB;gRPC,Redis,MySQL;AWS,0.8,3,medium,0.59
R03211,Full-Stack Engineer,Junior,TypeScript;AWS;REST APIs;Auth;Spring Boot,Node.js;Django;Java,Testing;Python,PostgreSQL;Next.js,2.0,5,medium,0.6
R03212,Frontend Engineer,Mid,Git;Playwright;CSS;Accessibility;JavaScript,Svelte;Webpack;React;CI/CD,Testing;HTML;Vue,Jest;Next.js;Vite;Tailwind;Design Systems,3.9,4,low,0.49
R03213,Machine Learning Engineer,New Grad,AWS;Model Evaluation;PyTorch;Computer Vision,Experiment Tracking;TensorFlow;Docker,Deployment,CI/CD;FastAPI,0.9,2,medium,0.58
R03214,Full-Stack Engineer Intern,Intern,JavaScript;Auth;GraphQL,TypeScript;Git,Django,Testing;Redis,0.8,5,medium,0.58
R03215,Embedded Software Intern,Intern,Interrupts;Logic Analyzer;Unit Testing,C++;RTOS,Microcontrollers,UART;Git,1.3,5,medium,0.55
R03216,Frontend Engineer,New Grad,Testing;Web Performance;Vite;Svelte,Vue;Jest;Playwright,HTML,Design Systems;Webpack,0.4,3,medium,0.58
R03217,Robotics Software Engineer Intern,Intern,Control Systems;Linux;Sensors,SLAM;Python,Perception,Docker;Simulation,0.8,3,medium,0.57
R03218,Firmware Engineer,New Grad,C++;RTOS;Drivers,Oscilloscope;Linux;Memory Management,CI/CD;I2C,Logic Analyzer;Git,1.4,6,low,0.49
R03219,Application Security Engineer,Junior,Burp Suite;JavaScript;Linux;SAST/DAST,KMS;OWASP;Threat Modeling,Python;Code Review;API Security,Cloud Security;Pen Testing,2.9,3,low,0.45
R03220,Systems Software Engineer,Junior,BPF/eBPF;Profiling;Networking;perf;CI/CD,Docker;Concurrency;C,Linux;gdb,System Design,3.1,1,high,0.72
R03221,Data Analyst Intern,Intern,A/B Testing;Git,SQL;Statistics,Data Cleaning;dbt,Excel;Snowflake;Tableau,1.2,3,low,0.4
R03222,Machine Learning Engineer,New Grad,Feature Engineering;AWS;Docker;Model Evaluation,MLflow;Model Serving;TensorFlow,scikit-learn,Deployment;GCP,1.4,4,medium,0.61
R03223,Data Engineer Intern,Intern,SQL;Python;Pipelines,Airflow;Data Modeling,Spark,Data Quality;AWS,0.6,5,medium,0.58
R03224,Frontend Engineer,Mid,JavaScript;State Management;HTML;Design Systems;Vue;Accessibility,Testing;CI/CD;Vite;Git,Jest;TypeScript,Tailwind;Next.js,4.4,1,high,0.68
R03225,Data Analyst Intern,Intern,A/B Testing;ETL,Tableau;Snowflake,Statistics;SQL,Pandas;Data Cleaning;Power BI;Excel,1.9,2,low,0.49
R03226,Full-Stack Engineer,New Grad,PostgreSQL;AWS;TypeScript;Git,JavaScript;Node.js;Spring Boot,Django,Redis;React,0.4,2,medium,0.65
R03227,Full-Stack Engineer,Junior,AWS;System Design;Next.js;SQL;Django,Testing;GraphQL;Python,TypeScript;Auth,PostgreSQL;Node.js,1.9,2,medium,0.64
R03228,Machine Learning Engineer Intern,Intern,Computer Vision;scikit-learn;Model Evaluation,Experiment Tracking;Weights & Biases,PyTorch,FastAPI;NLP,0.8,3,medium,0.57
R03229,Full-Stack Engineer Intern,Intern,Git;Python;JavaScript,Docker;System Design,TypeScript,Testing,0.7,3,high,0.62
R03230,Security Analyst Intern,Intern,Linux;Networking;SIEM,SAST/DAST;Python,AppSec Basics,Burp Suite;Vulnerability Scanning,1.5,5,medium,0.57
R03231,Site Reliability Engineer,Junior,Docker;Kubernetes;Observability;Chaos Engineering;SLIs/SLOs,Python;Tracing;Grafana,Terraform;On-call,Incident Response;System Design,2.6,4,medium,0.6
R03232,Machine Learning Engineer Intern,Intern,Experiment Tracking;Docker;Feature Engineering,Python;FastAPI,TensorFlow,Deployment;NLP,0.4,5,medium,0.56
R03233,Full-Stack Engineer,Junior,Docker;Node.js;JavaScript;TypeScript;PostgreSQL,Git;SQL;CI/CD,AWS;Redis,Django,3.3,5,high,0.66
R03234,Machine Learning Engineer,Mid,Feature Engineering;CI/CD;Model Evaluation;GCP;MLflow;AWS;Docker,Experiment Tracking;Deployment;Python;Computer Vision,scikit-learn;TensorFlow,Model Serving;NLP,2.4,3,high,0.6
R03235,Backend Software Engineer Intern,Intern,Git;MySQL,Caching;SQL,Testing;Kubernetes,Microservices;MongoDB;System Design,0.6,2,low,0.49
R03236,Machine Learning Engineer,Junior,scikit-learn;PyTorch;NLP;Docker;Computer Vision,Feature Engineering;Experiment Tracking;FastAPI,Model Serving;MLflow,Model Evaluation;GCP,4.9,3,medium,0.59
R03237,Security Analyst Intern,Intern,IAM;Networking;SAST/DAST,Burp Suite;Threat Modeling,SIEM,OWASP;CI/CD Security,1.5,5,medium,0.53
R03238,Embedded Software Intern,Intern,C++;Unit Testing;Oscilloscope,SPI;I2C,RTOS,Memory;Debugging,0.6,2,medium,0.53
R03239,Frontend Engineer Intern,Intern,TypeScript;Vue;Svelte,Web Performance;JavaScript,Vite,React;Accessibility,1.3,3,medium,0.51
R03240,Security Analyst Intern,Intern,Burp Suite;IAM;AppSec Basics;Vulnerability Scanning,CI/CD Security;SIEM,Python,OWASP,0.6,5,high,0.66
R03241,Firmware Engineer,New Grad,Bootloaders;C;Oscilloscope;CAN Bus,Debugging;I2C;Drivers,RTOS,UART;Git,0.3,6,medium,0.55
R03242,Systems Software Engineer,New Grad,Rust;Concurrency;CI/CD;Networking,System Design;Profiling;Debugging,Docker,gdb,1.0,2,high,0.66
R03243,Machine Learning Engineer,New Grad,Model Serving;CI/CD;Computer Vision;Python,Model Evaluation;TensorFlow;FastAPI,Feature Engineering,Docker;NLP,1.7,6,medium,0.6
R03244,Systems Software Engineer,New Grad,CI/CD;C++;Debugging,Rust;gdb;Profiling,perf;Memory Management,Networking;Linux,2.2,4,low,0.49
R03245,Firmware Engineer,Junior,Git;RTOS;UART;CI/CD;Memory Management,Microcontrollers;I2C;C++,C;Bootloaders,SPI;Firmware,2.0,5,medium,0.58
R03246,Frontend Engineer Intern,Intern,Design Systems;Web Performance,HTML;CI/CD,Tailwind;Svelte,Playwright;Testing;React;Git,1.1,5,low,0.46
R03247,Application Security Engineer,New Grad,SAST/DAST;Threat Modeling;API Security,OWASP;CI/CD Security;Secure SDLC,JavaScript;Python,IAM;Code Review;KMS,1.8,5,low,0.49
R03248,Application Security Engineer,New Grad,Burp Suite;SAST/DAST;Cloud Security;CI/CD Security,Code Review;Threat Modeling;Secure SDLC,KMS,API Security;Pen Testing,1.3,6,medium,0.53
